Timestamp,Region,Price,Demand
2018-06-03 06:30:00,NSW1,61.53,6610.46
2018-06-03 06:30:00,QLD1,55.44,5470.33
2018-06-03 06:30:00,SA1,82.23,1188.03
2018-06-03 06:30:00,TAS1,101.3,1229.23
2018-06-03 06:30:00,VIC1,67.43,4383.82
2018-06-03 07:00:00,TAS1,85.12,1259.56
2018-06-03 07:00:00,VIC1,73.67,4484.69
2018-06-03 07:00:00,SA1,88.2,1227.51
2018-06-03 07:00:00,QLD1,60.39,5607.27
2018-06-03 07:00:00,NSW1,66.49,6854.98
2018-06-03 07:30:00,TAS1,92.16,1295.63
2018-06-03 07:30:00,SA1,90.87,1236.4
2018-06-03 07:30:00,QLD1,61.75,5783.15
2018-06-03 07:30:00,NSW1,67.8,7190.16
2018-06-03 07:30:00,VIC1,75.46,4509.35
2018-06-03 08:00:00,QLD1,59.92,5807.4
2018-06-03 08:00:00,SA1,91.19,1286.05
2018-06-03 08:00:00,NSW1,65.85,7531.45
2018-06-03 08:00:00,TAS1,115.19,1351.01
2018-06-03 08:00:00,VIC1,77.84,4828.77
